student_id,gender,age,parent_education,family_income,attendance_pct,internal_marks,assignments_submitted_pct,previous_grade,extracurricular,final_result
S00069,Male,20,Secondary,36135,87.4,77.3,61.9,C,Low,Fail
S00070,Female,20,Secondary,25276,100.0,69.9,92.4,B,Low,Pass
S00071,Female,18,Secondary,43220,76.2,51.8,77.3,D,Low,Fail
S00072,Female,20,Primary,8629,71.8,87.6,71.7,D,Low,Fail
S00073,Male,19,Secondary,25827,100.0,49.7,100.0,C,Medium,Pass
S00074,Female,19,Secondary,13393,72.6,38.3,85.5,C,High,Pass
S00075,Female,21,Primary,38017,70.6,51.9,68.1,F,Medium,Pass
S00076,Female,16,Secondary,4878,100.0,67.8,96.2,F,Low,Pass
S00077,Other,21,Primary,17898,89.5,49.2,75.8,C,Low,Fail
S00078,Male,16,None,9818,63.5,77.3,59.3,B,Low,Fail
S00079,Male,18,None,22136,83.1,47.1,81.5,A,Low,Fail
S00080,Male,17,None,9742,85.2,53.0,78.2,F,Low,Fail
S00081,Male,22,Secondary,16492,96.3,98.8,84.4,B,Medium,Pass
S00082,Male,18,Secondary,2000,95.9,83.7,66.0,B,None,Pass
S00083,Other,17,Secondary,8341,100.0,79.0,100.0,A,Low,Pass
S00084,Female,20,Secondary,37188,66.2,67.1,72.9,D,Medium,Fail
S00085,Female,21,Graduate,49695,74.9,60.1,58.7,D,None,Pass
S00086,Male,18,Primary,29954,88.7,72.9,86.8,C,Low,Fail
S00087,Male,22,Secondary,5793,100.0,33.8,100.0,B,High,Pass
S00088,Male,17,Secondary,24701,88.3,64.0,67.2,C,Medium,Fail
S00089,Male,16,Primary,5673,81.0,40.6,82.6,C,Low,Fail
S00090,Male,17,Primary,11518,70.9,51.4,76.0,C,Low,Fail
S00091,Female,20,Secondary,15627,85.3,72.8,71.6,A,Low,Pass
S00092,Male,18,Secondary,10361,95.5,50.8,100.0,C,High,Fail
S00093,Male,19,Secondary,29253,82.2,70.6,64.6,C,Low,Pass
S00094,Male,20,Graduate,2000,81.0,77.5,82.4,C,Low,Pass
S00095,Male,19,Graduate,28262,100.0,80.4,100.0,D,Medium,Pass
S00096,Other,17,Secondary,31444,87.1,69.1,66.8,F,None,Fail
S00097,Male,17,Secondary,34853,92.9,64.0,80.0,C,Low,Fail
S00098,Male,19,Primary,28332,75.2,83.8,59.5,A,Low,Pass
S00099,Female,16,Graduate,2000,92.3,66.7,99.2,C,High,Pass
S00100,Male,17,Postgraduate,43347,78.2,62.4,43.4,C,Medium,Fail
S00101,Female,16,Secondary,51065,86.7,64.9,80.1,B,Medium,Pass
S00102,Female,16,Postgraduate,10698,82.2,78.4,58.9,F,Medium,Pass
S00103,Female,17,Primary,27496,84.9,69.3,100.0,B,None,Pass
S00104,Male,18,Graduate,32729,96.9,71.4,73.9,C,Low,Pass
S00105,Female,17,Graduate,30154,81.2,59.4,67.8,C,Low,Fail
S00106,Male,16,Secondary,22285,67.4,64.0,60.1,F,Medium,Fail
S00107,Male,21,Secondary,24503,100.0,57.2,97.7,D,Low,Fail
S00108,Female,17,Secondary,33170,100.0,71.1,100.0,C,Medium,Pass
S00109,Male,16,Secondary,29767,78.7,67.9,71.8,F,Low,Fail
S00110,Male,18,Secondary,48509,88.4,53.3,76.1,A,Low,Pass
S00111,Male,17,Graduate,47427,87.1,74.0,77.3,C,High,Pass
S00112,Female,21,Graduate,16666,89.9,77.4,77.7,D,Low,Pass
S00113,Male,17,Graduate,16616,88.8,93.5,83.0,C,Low,Pass
S00114,Other,16,Primary,26334,91.7,56.9,97.2,D,Medium,Pass
S00115,Male,18,Postgraduate,21663,73.5,68.3,76.1,C,Low,Pass
S00116,Other,16,Secondary,39132,93.6,70.3,85.1,D,Low,Pass
S00117,Female,19,Primary,30140,84.6,73.5,84.9,D,Low,Pass
S00118,Male,19,Postgraduate,22575,71.6,48.6,73.9,C,Low,Pass
S00119,Female,20,Secondary,15480,95.0,60.8,89.7,A,Low,Pass
S00120,Female,18,Graduate,30581,89.8,69.6,77.9,A,Low,Fail
S00121,Male,21,Graduate,32873,100.0,56.9,95.5,B,None,Pass
S00122,Male,17,Postgraduate,34481,75.2,75.3,71.8,A,Medium,Pass
S00123,Female,22,Secondary,35473,88.9,78.4,91.6,B,Medium,Pass
S00124,Female,19,Secondary,23487,100.0,90.3,89.5,C,Low,Pass
S00125,Female,18,Postgraduate,9526,79.7,79.3,88.3,C,Low,Pass
S00126,Male,16,Secondary,22365,77.4,58.8,55.5,B,Medium,Pass
S00127,Other,17,Graduate,2000,76.0,46.6,95.0,D,Low,Fail
S00128,Female,21,Graduate,5841,69.5,88.7,63.0,B,Medium,Pass
S00129,Female,17,Secondary,24616,96.7,73.2,87.3,C,Low,Pass
S00130,Female,21,Graduate,11890,68.7,95.8,82.2,B,Low,Pass
S00131,Female,21,Primary,2000,82.5,61.1,92.3,B,Low,Pass
S00132,Male,19,Secondary,2000,97.1,87.4,94.2,D,Low,Fail
S00133,Female,18,Primary,23925,79.6,75.9,75.3,A,None,Pass
S00134,Female,20,Primary,50736,87.7,57.8,53.3,C,None,Fail
S00135,Other,22,Secondary,2000,100.0,51.9,99.8,A,Low,Pass
S00136,Male,22,Primary,33999,71.9,58.1,59.8,F,Low,Fail
S00137,Other,18,Graduate,61051,84.4,73.0,92.0,A,High,Pass
S00138,Female,18,Postgraduate,32589,94.9,42.2,100.0,B,Low,Pass
S00139,Female,16,Graduate,30109,99.4,78.5,98.6,C,Low,Pass
S00140,Female,17,Graduate,36848,81.1,48.0,65.3,C,Low,Fail
S00141,Female,22,Graduate,10129,63.5,60.4,42.6,B,None,Fail
S00142,Female,17,Graduate,72129,85.3,45.5,82.4,C,Low,Fail
S00143,Female,19,Postgraduate,21209,88.9,67.2,90.6,A,Low,Pass
S00144,Male,18,Postgraduate,61836,94.8,73.8,84.0,B,High,Pass
S00145,Female,22,Graduate,26580,71.7,61.0,70.5,C,Low,Fail
S00146,Female,22,Graduate,32155,62.2,73.7,84.2,C,Medium,Pass
S00147,Male,16,Graduate,20870,92.5,81.2,79.1,B,Medium,Pass
S00148,Female,17,Graduate,21327,73.7,63.3,61.7,D,Low,Fail
S00149,Male,20,Graduate,39458,100.0,61.6,78.6,C,Low,Fail
S00150,Male,20,Graduate,2000,65.3,85.6,54.0,C,Low,Fail
S00151,Female,19,Primary,8488,72.9,56.2,65.5,C,None,Fail
S00152,Male,20,Secondary,50344,93.7,61.3,70.2,B,None,Pass
S00153,Male,18,Graduate,14424,84.4,78.4,80.4,B,Low,Pass
S00154,Female,21,Secondary,2000,80.0,53.7,84.5,C,None,Pass
S00155,Female,16,Graduate,6427,85.2,59.8,66.2,B,Low,Pass
S00156,Female,18,Secondary,57336,73.7,77.5,69.1,C,High,Fail
S00157,Male,22,Secondary,57878,91.8,70.6,100.0,D,None,Pass
S00158,Female,22,Secondary,33047,76.0,65.4,70.9,C,Medium,Pass
S00159,Female,19,Graduate,17256,94.3,58.0,93.5,C,Low,Pass
S00160,Male,19,Postgraduate,2000,78.5,26.7,77.1,A,Low,Pass
S00161,Female,19,Secondary,42159,64.8,56.6,52.6,C,Medium,Fail
S00162,Male,22,Secondary,15798,82.0,59.2,79.0,C,High,Fail
S00163,Female,19,Primary,39258,84.3,78.2,87.3,C,Low,Pass
S00164,Female,21,Graduate,38179,92.6,69.6,85.5,C,None,Pass
S00165,Female,17,Primary,2008,90.3,71.2,98.2,B,None,Pass
S00166,Male,16,Secondary,42948,83.4,64.6,67.2,B,Low,Fail
S00167,Female,16,Graduate,20393,95.3,74.4,81.5,F,Medium,Pass
S00168,Male,17,None,23674,89.2,86.2,98.8,D,Low,Pass
S00169,Male,20,Primary,26329,97.2,61.6,93.3,A,Medium,Pass
S00170,Male,16,Postgraduate,12962,98.0,55.3,77.1,D,Low,Pass
S00171,Male,20,Secondary,13030,83.6,79.2,79.0,D,Low,Fail
S00172,Female,18,Primary,44922,85.6,71.8,100.0,A,High,Pass
S00173,Male,17,Graduate,47927,90.1,78.1,97.9,A,Low,Pass
S00174,Male,16,Secondary,2000,94.7,57.3,80.6,F,Low,Fail
S00175,Male,20,Secondary,29561,87.7,77.6,72.9,C,Medium,Pass
S00176,Female,19,Primary,41871,72.0,69.4,46.4,D,None,Fail
S00177,Male,17,Secondary,43574,85.2,69.6,100.0,C,Low,Pass
S00178,Female,20,Primary,40029,82.1,47.1,74.3,C,Medium,Fail
S00179,Female,19,Primary,44319,75.8,68.9,54.0,D,Low,Fail
S00180,Male,20,Secondary,42953,85.8,69.7,84.7,A,Medium,Pass
S00181,Female,18,Graduate,28472,51.5,65.7,35.2,C,Medium,Pass
S00182,Male,21,Secondary,2115,97.6,56.7,100.0,C,None,Fail
S00183,Female,19,Primary,62686,76.6,60.4,72.4,B,Low,Pass
S00184,Female,19,Graduate,39217,91.8,28.4,96.4,A,Low,Pass
S00185,Male,19,Primary,34265,87.0,51.4,94.7,B,Low,Pass
S00186,Male,22,Secondary,19416,95.9,93.3,100.0,B,Low,Pass
S00187,Male,16,Secondary,50196,92.3,56.2,71.7,C,Low,Fail
S00188,Female,19,Primary,28085,76.2,21.9,69.3,D,Medium,Fail
S00189,Female,19,Secondary,24193,93.1,50.7,76.7,D,High,Fail
S00190,Male,16,Graduate,24679,77.5,33.6,83.1,B,Medium,Pass
S00191,Female,19,Primary,21123,89.3,72.3,90.9,C,Low,Fail
S00192,Male,22,Primary,5002,100.0,66.2,99.2,B,None,Pass
S00193,Male,17,Primary,32049,99.1,80.2,66.7,D,Low,Fail
S00194,Male,17,Secondary,31548,94.0,29.6,76.9,C,Low,Pass
S00195,Female,19,Secondary,2000,84.6,66.9,92.4,D,Medium,Pass
S00196,Male,22,Graduate,19592,90.1,74.8,84.7,D,None,Pass
S00197,Male,19,Secondary,10398,84.9,80.6,86.0,B,Medium,Fail
S00198,Male,17,Primary,44059,72.9,50.8,54.4,C,None,Fail
S00199,Female,19,Graduate,15346,95.3,65.0,85.5,B,Medium,Pass
S00200,Male,19,Graduate,30101,79.6,54.1,74.1,D,Low,Fail
S00201,Other,18,Primary,25490,77.3,91.9,75.0,D,None,Fail
S00202,Male,20,Secondary,29150,92.3,48.4,77.2,D,Medium,Fail
S00203,Male,19,Graduate,21416,81.3,64.1,65.3,C,Medium,Pass
S00204,Female,21,Graduate,31439,88.8,62.7,87.4,B,None,Pass
S00205,Male,19,Secondary,17362,92.8,85.6,99.9,C,Low,Pass
S00206,Male,20,Secondary,30139,87.2,75.3,75.1,A,Medium,Pass
S00207,Female,18,Secondary,23010,75.3,81.6,68.8,C,Low,Fail
S00208,Male,19,None,18915,79.3,73.1,84.9,D,High,Fail
S00209,Female,19,Graduate,34890,81.1,75.1,68.4,C,None,Pass
S00210,Male,19,Secondary,2000,92.8,80.8,77.4,A,High,Pass
S00211,Female,21,Secondary,43579,86.1,56.6,60.8,B,Medium,Pass
S00212,Female,19,Secondary,50827,84.2,57.3,79.5,D,None,Fail
S00213,Male,22,Secondary,15188,66.7,72.7,78.2,D,Low,Fail
S00214,Female,19,Graduate,46023,96.1,64.6,85.1,D,High,Pass
S00215,Male,18,Graduate,59363,86.1,68.4,78.9,B,Low,Pass
S00216,Male,19,Secondary,3775,59.1,56.6,81.4,C,Low,Fail
S00217,Female,16,None,20361,72.5,69.8,83.6,C,Low,Fail
S00218,Male,20,Secondary,26982,98.3,67.9,100.0,A,Low,Pass
S00219,Male,22,Secondary,4334,66.4,77.5,59.2,D,Low,Fail
S00220,Female,22,Postgraduate,35317,89.2,64.3,91.1,C,Medium,Pass
S00221,Male,22,Secondary,23031,85.8,61.6,73.0,F,Low,Fail
S00222,Male,18,Secondary,7888,85.1,71.8,67.2,D,Low,Fail
S00223,Other,17,None,2000,73.5,100.0,62.7,A,None,Pass
S00224,Male,22,Graduate,22471,78.5,65.6,86.5,A,Low,Pass
S00225,Female,19,Graduate,29330,87.6,68.0,92.3,B,Low,Pass
S00226,Female,19,Secondary,45956,100.0,71.7,82.6,A,Medium,Pass
S00227,Male,17,Graduate,3809,97.1,67.7,83.6,B,Low,Pass
S00228,Male,19,Secondary,10927,86.4,48.3,82.6,A,Low,Fail
S00229,Male,18,None,21118,96.0,73.4,87.4,A,High,Pass
S00230,Female,19,Postgraduate,12069,85.9,53.9,84.9,A,High,Pass
S00231,Other,16,Secondary,48592,87.5,61.7,97.2,B,Low,Pass
S00232,Male,21,Graduate,34523,79.9,51.4,76.9,C,High,Pass
S00233,Female,19,Secondary,41514,100.0,46.6,100.0,B,None,Pass
S00234,Female,18,Primary,49966,95.6,56.1,65.4,A,Medium,Pass
S00235,Male,19,Secondary,25281,91.5,68.3,82.4,C,Low,Pass
S00236,Female,21,Graduate,28607,60.8,100.0,52.6,D,High,Pass
S00237,Female,22,Secondary,23400,98.9,49.7,84.4,B,Low,Pass
S00238,Other,20,Postgraduate,24719,81.1,86.9,87.5,C,None,Pass
S00239,Male,17,Secondary,28174,100.0,63.1,90.7,C,None,Pass
S00240,Female,19,Graduate,33767,89.5,58.5,87.0,C,None,Pass
S00241,Male,21,Secondary,56641,92.8,90.9,95.9,A,None,Pass
S00242,Female,16,Secondary,34888,94.4,40.9,80.2,B,Low,Fail
S00243,Female,21,Secondary,25893,81.6,67.6,91.0,B,None,Pass
S00244,Male,16,Primary,25119,90.0,97.8,69.6,C,None,Pass
S00245,Male,19,Secondary,8731,74.8,49.9,71.9,F,Medium,Fail
S00246,Male,17,Primary,17138,81.5,52.7,90.0,A,Low,Pass
S00247,Male,21,Graduate,10493,100.0,77.2,92.9,A,High,Pass
S00248,Male,16,Graduate,40411,78.4,67.6,84.7,F,Low,Fail
S00249,Male,17,None,36071,81.1,71.9,87.0,A,Low,Fail
S00250,Male,19,Primary,30965,81.6,62.2,55.7,C,High,Pass
S00251,Female,22,Secondary,3342,62.0,56.7,42.4,B,None,Fail
S00252,Male,20,Secondary,12532,99.2,70.9,100.0,C,Medium,Pass
S00253,Male,16,Primary,44118,88.1,81.1,66.7,B,Medium,Pass
S00254,Female,19,None,40031,85.2,68.4,97.9,A,Low,Pass
S00255,Female,17,None,21571,70.1,26.6,62.8,C,Low,Pass
S00256,Male,19,None,46178,74.5,39.6,65.5,B,None,Fail
S00257,Female,17,Graduate,21434,86.9,84.7,73.0,C,Low,Pass
S00258,Male,18,Graduate,40415,86.3,77.8,100.0,D,Low,Pass
S00259,Male,18,Secondary,23451,68.6,62.4,83.5,A,High,Fail
S00260,Female,19,Secondary,6097,78.8,59.4,70.0,C,Medium,Fail
S00261,Male,20,Secondary,41842,90.2,62.7,90.2,D,Low,Pass
S00262,Female,17,Primary,8663,78.4,65.6,80.5,B,Low,Pass
S00263,Male,21,Postgraduate,29226,100.0,67.4,79.2,C,Medium,Pass
S00264,Female,19,Graduate,18561,90.9,46.0,91.4,C,Low,Pass
S00265,Female,17,None,33027,87.6,85.4,70.7,B,High,Fail
S00266,Male,17,Secondary,10577,93.3,85.9,100.0,B,Low,Pass
S00267,Female,16,Graduate,16762,97.7,90.5,95.5,A,Medium,Pass
S00268,Female,18,Secondary,16640,70.4,100.0,47.9,C,Low,Pass
S00269,Male,18,Postgraduate,2000,95.1,59.7,99.6,C,Low,Pass
S00270,Male,17,Graduate,32307,91.6,76.6,76.2,B,Low,Pass
S00271,Female,20,Secondary,12923,94.6,76.7,86.1,F,Medium,Pass
S00272,Female,17,Graduate,3719,87.1,57.1,69.8,C,None,Fail
S00273,Male,17,Postgraduate,2000,87.0,76.6,86.8,B,Low,Pass
S00274,Female,18,Secondary,15932,84.5,70.5,77.4,B,Low,Pass
S00275,Female,19,Secondary,14027,74.8,49.6,60.8,A,Medium,Fail
S00276,Male,22,Graduate,47240,80.2,82.8,78.0,D,Low,Pass
S00277,Male,18,Postgraduate,4349,80.4,73.8,94.2,A,Low,Pass
S00278,Female,18,Secondary,2000,86.3,60.1,100.0,B,High,Pass
S00279,Male,20,Primary,54935,100.0,74.1,92.8,D,Low,Fail
S00280,Male,16,Primary,21926,79.3,74.6,61.0,B,None,Pass
S00281,Female,20,Postgraduate,2000,84.3,76.8,72.8,D,Low,Pass
S00282,Female,21,Graduate,24095,89.5,81.6,72.5,D,Low,Fail
S00283,Male,16,Secondary,9445,84.5,67.8,82.3,C,Low,Pass
S00284,Female,16,Graduate,35253,71.3,88.2,69.5,F,None,Fail
S00285,Male,16,None,6596,75.7,75.1,69.0,C,Medium,Pass
S00286,Male,16,Secondary,52200,78.4,58.5,71.5,B,High,Pass
S00287,Female,22,Primary,35072,86.6,71.4,79.6,F,None,Fail
S00288,Other,17,Postgraduate,21543,75.8,83.4,83.2,C,Low,Pass
S00289,Male,17,Secondary,36141,98.6,93.1,99.5,A,Low,Pass
S00290,Female,19,Secondary,27959,76.9,87.5,86.8,B,None,Fail
S00291,Male,17,Secondary,37846,100.0,40.3,97.0,A,None,Pass
S00292,Male,20,Postgraduate,33272,88.4,75.9,67.5,D,Low,Pass
S00293,Male,19,Postgraduate,35519,85.7,80.8,69.9,C,Medium,Pass
S00294,Female,17,None,12034,78.6,69.7,75.9,C,Low,Pass
S00295,Female,17,Postgraduate,28957,69.8,88.3,77.2,B,Low,Pass
S00296,Male,19,None,13243,73.1,51.3,58.1,A,Low,Fail
S00297,Female,18,Secondary,2827,73.7,60.9,79.4,C,Low,Fail
S00298,Male,21,Graduate,27315,100.0,67.2,87.6,F,Low,Pass
S00299,Male,19,Postgraduate,18694,98.6,75.0,100.0,D,Low,Pass
S00300,Male,22,Primary,16756,88.6,59.2,83.1,B,Low,Pass
S00301,Female,19,Secondary,39683,74.9,64.6,68.1,F,None,Fail
S00302,Female,19,Graduate,27035,86.6,59.6,85.6,B,Low,Pass
S00303,Female,22,Secondary,20927,86.6,66.7,83.1,B,Medium,Pass
S00304,Female,16,Secondary,21553,76.5,67.6,100.0,B,Medium,Pass
S00305,Female,22,Secondary,21807,84.6,59.5,57.6,C,Medium,Pass
S00306,Female,20,Primary,26681,97.4,60.8,97.5,B,None,Pass
S00307,Female,19,Secondary,17374,78.4,52.0,58.7,D,Low,Fail
S00308,Male,16,Secondary,53064,88.9,52.0,90.3,C,Low,Fail
S00309,Female,22,Primary,11118,82.6,51.6,72.7,C,Low,Fail
S00310,Female,22,Graduate,40415,88.2,56.4,100.0,D,Low,Fail
S00311,Female,21,Graduate,43667,86.3,75.4,85.4,C,Low,Pass
S00312,Male,18,Graduate,18774,59.7,69.4,52.3,C,None,Pass
S00313,Male,21,Secondary,33578,77.5,67.3,86.7,F,Low,Fail
S00314,Other,19,Postgraduate,2000,91.2,60.5,71.9,B,None,Pass
S00315,Male,19,None,33721,78.0,81.7,68.1,D,Low,Fail
S00316,Male,22,None,2000,98.2,83.1,100.0,B,Low,Pass
S00317,Male,18,Graduate,14190,90.3,72.3,83.9,D,High,Pass
S00318,Female,17,Graduate,52969,96.1,68.6,76.5,D,Low,Pass
S00319,Male,20,Secondary,37759,83.4,44.4,78.8,A,Low,Pass
S00320,Female,17,Postgraduate,48267,63.3,100.0,64.7,D,Low,Pass
S00321,Female,20,Graduate,31948,71.3,82.7,51.5,D,Medium,Fail
S00322,Male,19,Graduate,15378,89.6,67.2,66.7,B,Low,Fail
S00323,Female,19,None,6469,91.6,75.1,83.1,F,Medium,Fail
S00324,Male,21,Graduate,34036,95.4,69.8,88.1,C,Low,Pass
S00325,Other,18,Secondary,30007,99.3,81.2,78.6,B,None,Pass
S00326,Female,19,None,30802,90.9,95.2,98.2,D,Low,Pass
S00327,Other,22,Graduate,12415,89.1,94.8,100.0,D,Low,Pass
S00328,Female,22,Secondary,41776,90.5,75.4,100.0,A,Low,Pass
S00329,Female,17,Primary,28030,86.5,67.4,75.7,F,None,Fail
S00330,Female,22,Secondary,33443,76.2,94.8,64.8,D,None,Pass
S00331,Female,22,Primary,2000,59.5,73.8,57.7,C,High,Fail
S00332,Female,16,Secondary,27266,92.7,38.9,100.0,A,None,Pass
S00333,Male,19,Graduate,29979,93.0,76.4,83.9,D,None,Fail
S00334,Male,22,Primary,15951,73.6,78.0,87.9,C,High,Fail
S00335,Male,19,Primary,21912,72.5,62.3,49.0,B,None,Pass
S00336,Male,18,Postgraduate,33149,72.8,63.3,80.9,B,Low,Fail
S00337,Male,19,Primary,38217,76.2,36.2,69.4,C,Medium,Pass
S00338,Female,21,Secondary,22588,95.4,64.4,92.6,D,Low,Pass
S00339,Male,16,Secondary,41942,91.8,58.8,96.5,C,Medium,Fail
S00340,Female,19,None,2000,99.9,76.2,100.0,C,Low,Pass
S00341,Female,22,Graduate,31508,58.7,70.6,69.9,D,Low,Fail
S00342,Male,19,Secondary,47154,73.3,68.3,55.2,B,Low,Pass
S00343,Male,17,Postgraduate,45726,100.0,39.3,100.0,D,Low,Fail
S00344,Female,19,Secondary,31023,89.7,72.8,72.9,B,Low,Fail
S00345,Male,21,Graduate,45239,100.0,67.8,88.6,B,Low,Pass
S00346,Male,17,Secondary,35518,86.8,71.4,98.2,A,Medium,Pass
S00347,Female,21,Secondary,17106,98.9,59.2,98.5,A,Low,Pass
S00348,Female,19,Graduate,48015,83.2,74.6,67.3,B,Medium,Pass
S00349,Other,19,None,2000,77.0,68.7,61.3,B,None,Pass
S00350,Female,21,Primary,53686,88.6,69.2,66.5,D,Medium,Fail
S00351,Male,21,None,26471,93.0,54.2,96.9,B,None,Fail
S00352,Female,18,Graduate,50492,95.8,60.9,79.8,C,Low,Pass
S00353,Male,16,Secondary,39868,95.4,48.7,75.0,A,Low,Pass
S00354,Male,16,Postgraduate,17973,73.5,53.6,72.0,F,Low,Fail
S00355,Male,21,Primary,28964,87.3,53.1,75.5,B,None,Fail
S00356,Female,18,Secondary,10766,100.0,79.0,92.2,D,High,Pass
S00357,Female,16,Secondary,27213,85.8,80.3,84.3,D,None,Pass
S00358,Male,20,Secondary,36705,68.8,46.9,60.9,A,Low,Fail
S00359,Male,22,None,11314,81.9,66.0,89.8,C,Low,Fail
S00360,Other,22,Secondary,21379,86.7,61.9,74.0,A,Low,Pass
S00361,Female,17,Graduate,26080,82.9,55.7,78.8,B,Low,Pass
S00362,Female,21,Secondary,14531,92.6,65.3,82.0,B,High,Pass
S00363,Male,17,Secondary,31443,89.3,32.5,80.4,B,Medium,Pass
S00364,Male,16,Graduate,35455,82.6,50.7,80.8,A,Low,Fail
S00365,Female,22,Secondary,27856,89.5,57.4,84.9,C,Low,Pass
S00366,Female,17,Secondary,14193,77.4,88.3,73.2,A,Low,Pass
S00367,Male,18,Secondary,31049,89.3,41.6,100.0,B,None,Pass
